Property_ID,Size(#rooms),Type,Location,Price
3423,3,1,4,365000
3424,4,1,4,570000
3425,3,1,4,515000
3426,4,1,4,1095000
3427,3,1,4,582000
3428,3,1,4,545000
3429,3,1,4,461000
3430,4,1,4,751000
3431,4,1,4,500000
3432,4,1,4,560000
3433,3,1,4,320000
3434,3,1,4,450000
3435,3,1,4,703000
3436,3,1,4,650000
3437,3,3,4,770000
3438,3,3,4,480000
3439,3,1,4,590000
3440,4,1,4,900000
3441,3,1,4,935000
3442,3,1,4,700000
3443,3,1,4,675000
3444,4,1,4,816000
3445,4,1,4,845000
3446,3,1,4,725000
3447,3,1,4,772000
3448,3,1,4,650000
3449,3,1,4,757000
3450,3,1,4,690000
3451,3,3,4,785000
3452,3,1,4,583000
3453,4,1,4,920000
3454,3,1,4,880000
3455,3,2,4,580000
3456,4,3,4,886000
3457,4,1,4,970000
3458,4,1,4,920000
3459,3,1,4,625000
3460,3,1,4,825000
3461,3,1,4,695000
3462,3,1,4,915000
3463,3,1,4,976000
3464,2,3,4,520000
3465,4,1,4,1420000
3466,3,1,4,900000
3467,2,2,4,470000
3468,5,1,4,1100000
3469,3,2,4,470000
3470,2,1,4,380000
3471,3,2,4,560000
3472,4,1,4,1010000
3473,3,1,4,740000
3474,3,1,4,630000
3475,4,1,4,835000
3476,3,3,4,705000
3477,3,3,4,680000
3478,4,1,4,871000
3479,5,1,4,808000
3480,3,1,4,891000
3481,3,1,4,785000
3482,3,1,4,695000
3483,4,3,4,807000
3484,2,2,4,502000
3485,4,1,4,770000
3486,5,1,4,700000
3487,3,1,4,570000
3488,4,1,4,830000
3489,3,1,4,600000
3490,3,1,4,825000
3491,4,1,4,680000
3492,3,1,4,720000
3493,4,1,4,735000
3494,3,1,4,875000
3495,3,1,4,601200
3496,3,1,4,695000
3497,3,1,4,680000
3498,3,3,4,660000
3499,3,1,4,650000
3500,3,1,4,900000
3501,3,1,4,823000
3502,4,1,4,847000
3503,3,1,4,705000
3504,3,3,4,710000
3505,4,1,4,732000
3506,3,1,4,715000
3507,3,1,1,785000
3508,3,1,1,852000
3509,3,1,1,1037000
3510,2,1,1,775000
3511,3,1,1,1470000
3512,2,2,1,630000
3513,3,3,1,845000
3514,2,2,1,492500
3515,2,2,1,420000
3516,2,3,1,650000
3517,3,1,1,1050000
3518,3,1,1,1291000
3519,2,2,1,420000
3520,3,1,1,961000
3521,3,1,1,1271000
3522,3,1,1,1010000
3523,2,3,1,750000
3524,4,1,1,1675000
3525,2,1,1,905000
3526,2,1,1,960000
3527,2,1,1,1031000
3528,3,3,1,918000
3529,3,1,1,870000
3530,3,1,1,1165000
3531,5,1,1,1710000
3532,1,2,1,360000
3533,3,1,1,1455000
3534,1,2,1,365000
3535,3,2,1,551000
3536,2,2,1,442000
3537,2,1,1,765000
3538,2,2,1,515000
3539,3,2,1,570000
3540,1,2,1,370000
3541,2,1,1,1005000
3542,2,1,1,1234500
3543,2,2,1,666000
3544,2,1,1,825000
3545,2,3,1,770000
3546,3,1,1,1135000
3547,4,1,1,975000
3548,2,3,1,812000
3549,5,1,1,1900000
3550,1,2,1,445000
3551,2,1,1,732000
3552,3,1,1,1260000
3553,3,1,1,1000000
3554,2,1,1,1155000
3555,2,3,1,700000
3556,3,1,1,813500
3557,2,2,1,526000
3558,3,3,1,790000
3559,4,1,1,1365000
3560,2,3,1,700000
3561,1,2,1,370000
3562,3,1,1,1230000
3563,2,2,1,460000
3564,2,2,1,395000
3565,5,1,1,1001000
3566,2,1,1,850000
3567,3,1,1,1335000
3568,2,1,1,868000
3569,2,1,1,960000
3570,2,3,1,773000
3571,2,2,1,631090
3572,2,2,1,410000
3573,2,2,1,425000
3574,2,1,1,1211000
3575,2,2,1,506000
3576,2,1,1,806000
3577,3,1,1,829000
3578,2,1,1,786000
3579,2,2,1,458000
3580,3,1,2,1635000
3581,2,1,2,4800000
3582,2,2,2,562500
3583,2,2,2,520000
3584,5,1,2,4350000
3585,3,1,2,1528500
3586,2,2,2,630000
3587,4,1,2,1690000
3588,2,2,2,610000
3589,3,1,2,1490000
3590,2,2,2,588000
3591,3,2,2,882000
3592,2,2,2,831000
3593,4,1,2,2130000
3594,2,2,2,650000
3595,2,2,2,599000
3596,2,2,2,820000
3597,4,1,2,2200000
3598,4,1,2,3550000
3599,2,1,2,1326000
3600,2,2,2,610000
3601,4,1,2,1950000
3602,3,1,2,1875000
3603,5,1,2,2850000
3604,4,1,2,2550000
3605,3,1,2,1878000
3606,4,1,2,1910000
3607,3,1,2,1410000
3608,2,2,2,515000
3609,3,1,2,2310000
3610,2,1,2,890000
3611,3,1,2,1668000
3612,4,1,2,2315000
3613,3,3,2,800000
3614,2,1,2,1950000
3615,5,1,2,4850000
3616,3,1,2,2770000
3617,6,1,2,6500000
3618,2,2,2,580000
3619,2,2,2,525000
3620,3,1,2,1905000
3621,2,2,2,478000
3622,2,2,2,672000
3623,4,1,2,2286000
3624,3,1,2,1575000
3625,2,2,2,590000
3626,2,2,2,765000
3627,2,1,2,1507000
3628,3,1,2,972500
3629,2,3,2,672000
3630,4,1,2,2350000
3631,4,1,2,1312000
3632,2,2,2,890000
3633,4,1,2,2117000
3634,2,1,2,1331000
3635,4,1,2,1800000
3636,4,1,2,2513000
3637,3,1,2,1476000
3638,4,1,2,2590000
3639,4,1,2,2625000
3640,4,1,2,2265000
3641,5,1,2,1975000
3642,4,1,2,2075000
3643,5,1,2,2550000
3644,4,1,2,2240000
3645,2,1,2,1275000
3646,3,3,2,1330000
3647,3,2,2,720000
3648,3,1,2,1450000
3649,3,1,2,3650000
3650,2,2,2,551000
3651,4,1,2,2800000
3652,2,2,2,557000
3653,3,1,2,1410000
3654,4,3,2,1000000
3655,4,1,2,2450000
3656,4,1,2,2460000
3657,4,1,2,2850000
3658,5,1,2,2425000
3659,2,2,2,610000
3660,3,2,2,955000
3661,2,3,2,707500
3662,3,1,2,1410000
3663,3,3,2,732000
3664,2,1,2,2875000
3665,3,1,2,1565000
3666,2,2,2,480000
3667,4,1,2,1725000
3668,3,1,2,1500000
3669,4,1,2,1750000
3670,3,2,2,1100000
3671,3,1,2,1290000
3672,3,1,2,1440000
3673,4,1,2,2560000
3674,5,1,2,2600000
3675,4,1,2,2245000
3676,5,1,2,3280000
3677,3,3,2,730000
3678,4,1,2,4005000
3679,3,1,2,1211000
3680,2,2,2,891000
3681,3,2,2,620000
3682,4,1,2,2600000
3683,5,1,2,2800000
3684,3,1,2,1420000
3685,3,1,2,1800000
3686,3,1,2,3065000
3687,1,2,2,395000
3688,4,1,2,2250000
3689,4,1,2,2490000
3690,2,2,2,620000
3691,3,1,2,1750000
3692,5,1,2,1950000
3693,2,2,2,605000
3694,3,1,2,1920000
3695,4,1,2,1610000
3696,5,1,2,1850000
3697,3,1,2,1615000
3698,4,1,2,1830000
3699,3,1,2,1300000
3700,3,1,2,1880000
3701,4,1,2,2081000
3702,4,1,2,1315000
3703,3,1,2,1750000
3704,5,1,2,3028000
3705,5,1,2,2100000
3706,2,2,2,1110000
3707,4,1,2,2175000
3708,6,1,2,1300000
3709,3,1,2,1350000
3710,3,3,2,1963000
3711,4,1,2,1315000
3712,3,3,2,1620000
3713,3,1,2,1770000
3714,3,3,2,1260000
3715,2,1,2,1290000
3716,3,1,4,670000
3717,3,3,4,615000
3718,3,1,4,715000
3719,4,1,4,826000
3720,2,2,4,275000
3721,2,1,4,711000
3722,3,3,4,640000
3723,3,1,4,1200000
3724,2,1,4,927000
3725,3,3,4,695000
3726,3,1,4,880000
3727,2,2,4,485000
3728,3,1,4,490000
3729,3,1,4,725000
3730,3,1,4,676500
3731,2,1,4,502000
3732,3,1,4,721000
3733,4,1,4,1048000
3734,3,2,4,520000
3735,2,1,4,1000000
3736,3,1,4,580000
3737,3,1,4,840000
3738,2,2,4,335000
3739,3,1,4,893000
3740,3,1,4,832000
3741,2,1,4,646000
3742,3,1,4,673000
3743,3,3,4,728000
3744,2,3,4,600000
3745,3,1,4,695000
3746,3,1,4,935000
3747,2,2,4,349000
3748,3,3,4,555000
3749,3,1,4,815000
3750,3,1,4,915000
3751,2,2,4,352500
3752,2,1,4,600000
3753,4,1,4,690000
3754,5,1,4,1350000
3755,3,1,4,930000
3756,2,3,4,510000
3757,3,1,4,725500
3758,3,1,4,746000
3759,3,1,4,750000
3760,2,2,4,360000
3761,4,1,4,765000
3762,4,1,4,1060000
3763,3,1,4,740000
3764,2,1,4,770000
3765,3,1,4,490000
3766,3,3,4,657000
3767,2,1,4,830000
3768,4,1,4,675000
3769,3,1,4,865000
3770,2,3,4,600000
3771,4,1,4,773000
3772,3,1,4,905000
3773,2,2,2,570500
3774,2,2,2,1350000
3775,3,1,2,2050000
3776,4,1,2,2300000
3777,4,1,2,3460000
3778,4,1,2,2400000
3779,2,2,2,569000
3780,3,1,2,2025000
3781,3,1,2,1950000
3782,3,1,2,1895000
3783,2,2,2,635000
3784,2,2,2,611000
3785,2,1,2,1611000
3786,4,1,2,3800000
3787,3,3,2,1390000
3788,2,1,2,780000
3789,4,1,2,4700000
3790,3,1,2,2415000
3791,2,2,2,566000
3792,3,1,2,1437000
3793,2,3,2,500000
3794,2,2,2,1155000
3795,3,1,2,3010000
3796,2,2,2,650000
3797,5,1,2,3400000
3798,3,1,2,2355000
3799,5,1,2,4240000
3800,3,2,2,927000
3801,2,1,2,1326000
3802,4,1,2,4525000
3803,2,2,2,660000
3804,4,1,2,1617000
3805,4,1,2,1965000
3806,3,1,2,2325000
3807,4,1,2,3470000
3808,2,2,2,740000
3809,5,1,2,2325000
3810,3,1,2,1970000
3811,1,2,2,405000
3812,2,1,2,1475000
3813,2,2,2,640000
3814,2,2,2,700000
3815,3,2,2,1000000
3816,2,2,2,584000
3817,1,2,2,420000
3818,3,1,2,2300000
3819,3,1,2,1490000
3820,3,1,2,1210000
3821,4,1,2,1300000
3822,4,1,2,1675000
3823,3,2,2,980000
3824,4,1,2,2400000
3825,4,1,2,2355000
3826,2,1,2,1036000
3827,4,1,2,1301000
3828,3,1,2,2273000
3829,5,1,2,2350000
3830,4,1,2,1215000
3831,2,2,2,447000
3832,4,1,2,2200000
3833,4,1,2,2200000
3834,2,2,2,790000
3835,4,1,2,2250000
3836,4,1,2,1185000
3837,3,1,2,1837000
3838,3,1,2,1105000
3839,3,3,2,1253000
3840,3,1,2,1505000
3841,3,1,2,1500000
3842,4,1,2,1400000
3843,2,2,2,720000
3844,3,1,2,2210000
3845,3,3,2,940000
3846,5,1,2,1810000
3847,3,3,2,922000
3848,5,1,2,4802500
3849,1,2,2,350000
3850,3,1,2,1555000
3851,4,1,2,2123000
3852,4,1,2,2800000
3853,3,1,2,2305000
3854,4,1,2,1700000
3855,5,1,2,2500000
3856,2,2,2,370000
3857,2,1,2,1150000
3858,5,1,2,1600000
3859,4,1,2,2001000
3860,3,1,2,1915000
3861,4,1,2,1690000
3862,3,3,2,1135000
3863,4,3,2,1240000
3864,3,3,2,1120000
3865,3,1,2,1625000
3866,3,1,2,1500000
3867,2,1,2,1400000
3868,3,2,2,707500
3869,2,2,2,835000
3870,3,1,2,1870000
3871,4,1,2,1580000
3872,2,2,2,820000
3873,2,2,2,480000
3874,2,1,2,1420000
3875,3,3,2,1370000
3876,3,1,2,1680000
3877,4,1,2,2960000
3878,4,1,2,2110000
3879,3,1,2,1300000
3880,3,1,2,1750000
3881,1,2,2,300000
3882,3,1,2,1100000
3883,1,2,2,373000
3884,3,1,2,1230000
3885,2,2,2,536000
3886,2,1,2,2412000
3887,4,3,2,2560000
3888,3,1,2,960000
3889,1,2,2,315000
3890,3,1,2,1297000
3891,3,3,2,1015000
3892,2,2,2,523000
3893,3,1,2,1335000
3894,3,1,2,1055000
3895,2,2,2,425000
3896,3,1,2,1670000
3897,4,1,2,1350000
3898,3,1,2,1650000
3899,4,1,2,1550000
3900,3,1,2,950000
3901,3,1,2,1782500
3902,4,1,2,2490000
3903,2,3,2,500000
3904,2,3,2,650000
3905,3,1,4,870000
3906,2,2,4,635000
3907,3,1,4,975000
3908,3,3,4,560000
3909,3,3,4,560000
3910,2,3,4,355000
3911,3,3,4,550000
3912,2,2,4,420000
3913,2,1,4,399000
3914,4,1,4,940000
3915,3,1,4,1105000
3916,3,3,4,730000
3917,2,2,4,425000
3918,3,2,4,662500
3919,3,1,4,986500
3920,2,3,4,410000
3921,5,1,4,930000
3922,3,1,4,920000
3923,3,1,4,1320000
3924,5,1,4,1150000
3925,3,1,4,680000
3926,5,1,4,990000
3927,2,2,4,330000
3928,3,3,4,1011000
3929,3,1,4,847000
3930,2,2,4,400000
3931,4,1,4,1100000
3932,3,1,4,1072000
3933,2,3,4,479000
3934,2,3,4,470000
3935,2,3,4,510000
3936,3,3,4,865000
3937,2,2,4,488000
3938,4,1,4,940000
3939,2,3,4,570000
3940,2,1,4,335000
3941,4,1,4,1900000
3942,2,3,4,429000
3943,2,2,4,495000
3944,3,3,4,820000
3945,3,1,4,456000
3946,2,2,4,566000
3947,2,3,4,408000
3948,4,1,4,1040000
3949,2,2,4,470000
3950,3,1,4,1460000
3951,3,1,4,780000
3952,3,3,4,675000
3953,2,3,4,440000
3954,4,1,4,1048700
3955,2,3,4,400000
3956,4,1,4,1215000
3957,4,1,4,1180000
3958,4,1,4,1117000
3959,2,2,4,420000
3960,5,3,4,1000000
3961,4,1,4,770000
3962,3,1,4,905000
3963,5,1,4,1151000
3964,3,1,4,907000
3965,2,2,4,570000
3966,3,1,4,820000
3967,3,1,4,940000
3968,4,1,4,1030000
3969,5,1,4,1350000
3970,4,1,4,1230000
3971,3,1,4,460000
3972,3,1,4,884500
3973,3,1,4,1010000
3974,3,1,4,820000
3975,3,1,4,820000
3976,2,2,4,330000
3977,1,2,1,427000
3978,2,2,1,1160500
3979,2,2,1,780000
3980,2,2,1,535000
3981,2,2,1,450000
3982,2,2,1,360000
3983,2,2,1,665000
3984,1,2,1,386000
3985,1,2,1,659000
3986,2,2,1,671000
3987,2,2,1,545000
3988,1,2,1,450000
3989,1,2,1,432000
3990,1,2,1,400000
3991,1,2,1,210000
3992,3,2,1,750000
3993,1,2,1,375000
3994,1,2,1,680000
3995,2,2,1,470000
3996,2,2,1,650000
3997,2,2,1,483000
3998,3,2,1,610000
3999,1,2,1,700000
4000,2,2,1,520000
4001,1,2,1,440000
4002,1,2,1,436000
4003,2,2,1,733000
4004,2,2,1,675000
4005,3,1,1,1630000
4006,3,2,1,760000
4007,2,2,1,360000
4008,2,2,1,390000
4009,3,1,2,2600000
4010,3,1,2,2350000
4011,3,1,2,2956000
4012,2,2,2,535000
4013,1,2,2,400000
4014,2,1,2,1690000
4015,2,1,2,1020000
4016,2,1,2,1515000
4017,2,2,2,700000
4018,3,1,2,2360000
4019,3,1,2,2005000
4020,2,2,2,702000
4021,4,1,2,3120000
4022,2,1,2,1025000
4023,2,1,2,1920000
4024,3,1,2,2623000
4025,3,1,2,1500000
4026,2,1,2,1630000
4027,3,1,2,1910000
4028,2,1,3,1320000
4029,4,1,3,2850000
4030,2,2,3,750000
4031,3,1,3,2588000
4032,5,1,3,1955000
4033,5,1,3,1400000
4034,2,2,3,665000
4035,5,1,3,2714000
4036,6,1,3,2350000
4037,4,1,3,2200000
4038,2,3,3,660000
4039,3,3,3,1310000
4040,2,2,3,540000
4041,4,1,3,2335000
4042,4,1,3,2000000
4043,5,1,3,1815000
4044,2,2,3,725000
4045,4,1,3,3900000
4046,2,1,3,666000
4047,3,3,3,1200000
4048,3,1,3,1564000
4049,2,2,3,520000
4050,3,2,4,670000
4051,4,1,4,1715000
4052,3,1,4,1055000
4053,2,2,4,348000
4054,4,1,4,1780000
4055,6,1,4,2150000
4056,5,1,4,1730000
4057,3,1,4,1440000
4058,4,1,4,1225000
4059,4,1,4,1445000
4060,3,1,4,990000
4061,3,1,4,1400000
4062,3,1,4,1550000
4063,3,1,4,1170000
4064,4,1,4,1120000
4065,2,2,4,675000
4066,3,1,4,880000
4067,4,1,4,1530000
4068,4,1,4,1350000
4069,3,1,4,832000
4070,2,2,4,420000
4071,4,1,4,2400000
4072,3,2,4,565000
4073,2,2,4,550000
4074,4,1,4,1211000
4075,5,1,4,2405000
4076,4,1,4,1395000
4077,3,1,4,1630000
4078,3,1,4,1160000
4079,3,1,4,1065000
4080,4,1,4,1361500
4081,2,1,4,945000
4082,1,2,4,360000
4083,2,1,4,860000
4084,3,1,4,1260000
4085,4,1,4,1637000
4086,3,1,4,1505000
4087,2,3,4,515000
4088,3,1,4,1100000
4089,2,2,4,330000
4090,3,1,4,1145000
4091,4,1,4,1322000
4092,2,1,4,1015000
4093,2,1,4,750000
4094,2,1,4,1013000
4095,3,1,4,840000
4096,4,1,4,1150000
4097,5,1,4,1900000
4098,3,3,4,890500
4099,5,1,4,2340000
4100,3,1,4,1370000
4101,3,1,4,1400000
4102,4,1,4,1310000
4103,4,1,4,1833000
4104,3,1,4,855000
4105,3,1,4,930000
4106,4,1,4,1640000
4107,3,1,4,1480000
4108,2,2,4,672000
4109,2,2,4,410000
4110,5,3,4,980000
4111,2,1,4,1055000
4112,2,2,4,440000
4113,3,1,4,1435000
4114,4,1,4,1275000
4115,3,3,4,842500
4116,4,1,4,1345000
4117,1,2,4,265000
4118,2,1,4,849000
4119,3,1,4,1425000
4120,3,3,4,1345000
4121,2,2,4,330000
4122,4,3,4,726000
4123,3,1,4,1250000
4124,3,3,4,870000
4125,2,1,4,801000
4126,3,1,4,1725000
4127,1,2,4,415000
4128,3,2,4,650000
4129,2,2,4,600000
4130,4,1,4,1505000
4131,3,1,4,850000
4132,1,2,4,292000
4133,2,1,4,956000
4134,5,1,4,1740000
4135,3,1,4,1683000
4136,2,2,4,574000
4137,2,2,4,470000
4138,3,3,4,1130000
4139,2,2,4,730000
4140,2,1,4,831000
4141,3,1,4,930000
4142,3,1,4,800000
4143,3,1,4,1111000
4144,2,1,4,900000
4145,2,1,4,822500
4146,4,1,4,1400000
4147,1,2,4,336000
4148,2,3,4,800000
4149,3,1,2,1224000
4150,3,1,2,1020000
4151,3,1,2,1000000
4152,1,2,2,380500
4153,4,1,2,930000
4154,3,1,2,1090000
4155,4,1,2,947500
4156,3,1,2,836000
4157,3,1,2,1417250
4158,3,1,2,980000
4159,3,1,2,1110000
4160,2,1,2,950000
4161,4,1,2,1140000
4162,3,3,2,750000
4163,3,2,2,931000
4164,4,1,2,1000000
4165,2,2,2,655000
4166,4,1,2,1200000
4167,3,1,2,987000
4168,3,1,2,937000
4169,4,1,2,1426000
4170,4,1,2,1016000
4171,3,3,2,910000
4172,4,1,2,1385000
4173,3,3,2,785000
4174,3,1,2,901000
4175,4,1,2,1300000
4176,3,1,2,975000
4177,4,1,2,1070000
4178,2,2,2,639000
4179,2,2,2,605000
4180,3,1,2,960000
4181,3,1,2,725000
4182,3,1,2,981000
4183,3,1,2,975000
4184,3,1,2,800000
4185,4,1,2,921000
4186,3,3,2,917000
4187,3,1,2,890000
4188,3,1,2,1008000
4189,2,1,2,1191000
4190,4,1,2,1130000
4191,2,1,2,776000
4192,4,1,2,1035000
4193,3,1,2,920000
4194,4,1,2,1160000
4195,3,1,2,825000
4196,3,3,2,800000
4197,1,2,2,240000
4198,4,3,2,1105000
4199,3,1,4,1025000
4200,3,1,4,826000
4201,3,1,4,900000
4202,3,3,4,962000
4203,2,1,4,800000
4204,3,1,4,785000
4205,4,1,4,710000
4206,3,1,4,920000
4207,4,1,4,940000
4208,3,1,4,655800
4209,4,1,4,1082000
4210,3,1,4,1210000
4211,3,1,4,880000
4212,1,2,4,335000
4213,4,1,4,1260000
4214,3,1,4,1400000
4215,3,1,4,995000
4216,4,1,4,1380000
4217,3,1,4,1220000
4218,3,1,4,785000
4219,2,1,4,962000
4220,4,1,4,860000
4221,5,1,4,1220000
4222,3,1,4,930000
4223,3,1,4,930000
4224,3,1,4,800000
4225,3,1,4,1305000
4226,3,1,4,1060000
4227,2,2,4,485000
4228,3,1,4,950000
4229,2,1,4,910000
4230,3,1,4,810000
4231,3,1,4,776000
4232,3,1,4,1002500
4233,3,1,4,807500
4234,2,1,4,1120000
4235,3,1,4,950000
4236,4,1,4,1620000
4237,3,1,4,923000
4238,2,1,4,1030000
4239,3,1,4,1046000
4240,3,1,4,716000
4241,2,1,4,740000
4242,4,1,4,970000
4243,3,3,4,735000
4244,2,1,4,762000
4245,2,2,4,485000
4246,3,1,4,950000
4247,4,1,4,1280000
4248,4,1,4,1040000
4249,2,1,4,922000
4250,5,1,4,2415000
4251,4,1,4,1115000
4252,3,1,4,1675000
4253,3,1,4,1176000
4254,4,1,4,1265000
4255,2,1,4,801000
4256,3,1,4,1185000
4257,3,3,4,770000
4258,3,1,4,1200000
4259,3,1,4,993000
4260,3,1,4,901000
4261,2,1,4,650000
4262,3,1,4,891500
4263,4,1,4,3420000
4264,3,1,4,805000
4265,2,1,4,680000
4266,4,3,4,827500
4267,2,1,4,793000
4268,3,1,4,988000
4269,3,3,4,747000
4270,3,1,4,910000
4271,2,1,4,896000
4272,2,1,4,890000
4273,3,1,4,1199000
4274,3,1,4,1100000
4275,5,1,4,2015000
4276,4,3,4,930000
4277,3,1,4,1151000
4278,4,3,4,820000
4279,2,2,4,670000
4280,3,1,4,1040000
4281,4,1,4,1316000
4282,2,1,4,816000
4283,3,1,4,945000
4284,1,1,4,643700
4285,2,1,4,760000
4286,8,1,4,881000
4287,3,1,4,900000
4288,3,3,4,830000
4289,3,1,4,780000
4290,3,1,4,1020000
4291,1,1,4,1330000
4292,4,1,4,1126000
4293,3,1,4,1235000
4294,2,2,4,457000
4295,2,2,4,660000
4296,3,3,4,770000
4297,3,1,4,895500
4298,4,1,4,1350000
4299,3,3,4,820000
4300,2,3,4,617500
4301,2,2,4,490000
4302,3,2,4,800000
4303,3,1,4,991000
4304,3,2,4,970000
4305,2,1,4,657000
4306,3,1,4,710000
4307,3,1,4,840000
4308,3,1,4,975000
4309,3,2,4,600000
4310,4,1,4,875000
4311,3,1,4,785000
4312,3,3,4,840000
4313,3,1,4,1076000
4314,4,1,4,850000
4315,5,1,4,1400000
4316,4,1,4,1080000
4317,3,1,4,1065000
4318,3,1,4,773000
4319,3,2,4,700000
4320,3,2,4,760000
4321,2,1,4,1190000
4322,3,1,4,1015000
4323,3,1,4,875000
4324,3,1,4,1020000
4325,3,2,4,773000
4326,2,2,4,522500
4327,3,1,4,1100000
4328,2,1,4,1007000
4329,4,1,4,1245000
4330,3,1,4,1155000
4331,3,2,4,746000
4332,4,1,4,1160000
4333,3,1,4,1105000
4334,2,2,4,591000
4335,3,1,4,960000
4336,3,2,4,815000
4337,4,1,1,2920000
4338,3,1,1,1635000
4339,1,2,1,491000
4340,2,2,1,540000
4341,1,2,1,340000
4342,2,2,1,726000
4343,3,1,1,1340000
4344,2,3,1,1105000
4345,2,3,1,841000
4346,2,2,1,528500
4347,2,2,1,585000
4348,2,2,1,645000
4349,1,2,1,410000
4350,2,2,1,550000
4351,2,2,1,470000
4352,2,2,1,470000
4353,2,2,1,475000
4354,2,2,1,640000
4355,4,1,1,1330000
4356,2,2,1,720000
4357,2,3,1,888000
4358,3,1,1,1325000
4359,1,2,1,368000
4360,3,3,1,1300000
4361,2,2,1,450000
4362,3,1,1,1385000
4363,2,1,1,990000
4364,2,2,1,440000
4365,2,2,1,606000
4366,1,2,1,450000
4367,3,1,1,1470000
4368,2,2,1,591500
4369,2,3,1,1300000
4370,2,1,1,1010000
4371,2,1,1,1266000
4372,2,2,1,620000
4373,2,2,1,540000
4374,2,1,1,1200000
4375,2,2,1,630000
4376,2,2,1,560000
4377,2,1,1,800000
4378,2,2,1,665500
4379,2,2,1,550055
4380,1,2,1,358000
4381,1,2,1,320000
4382,3,3,1,1000000
4383,2,2,1,598000
4384,2,2,1,950000
4385,3,3,1,1065000
4386,2,1,1,885000
4387,2,2,1,587134
4388,2,1,1,1286000
4389,3,1,1,1200000
4390,3,1,1,1382500
4391,2,2,1,630000
4392,4,1,1,1600000
4393,3,1,1,1310000
4394,2,1,1,1035000
4395,3,1,1,1980000
4396,2,2,1,592000
4397,3,1,1,1335000
4398,3,1,1,1710000
4399,4,1,1,1590000
4400,6,1,1,2000000
4401,2,2,1,583000
4402,2,2,1,418000
4403,3,1,1,860000
4404,2,3,1,650000
4405,4,1,1,1700000
4406,2,1,1,1575000
4407,2,1,1,950000
4408,3,1,1,1655000
4409,4,1,1,1950000
4410,4,1,1,905000
4411,3,1,1,1255000
4412,2,2,1,601000
4413,2,1,1,1020000
4414,1,2,1,435000
4415,2,1,1,790000
4416,3,1,1,990000
4417,2,2,1,605000
4418,4,1,1,2270000
4419,1,2,1,385000
4420,2,1,1,900000
4421,4,1,1,1340000
4422,3,1,1,1300000
4423,4,1,1,1310000
4424,2,1,1,1112000
4425,2,1,1,910000
4426,3,3,1,830000
4427,4,1,1,2100000
4428,3,1,1,1190000
4429,3,3,1,865000
4430,4,1,1,2175000
4431,3,1,1,1085000
4432,1,2,1,312000
4433,1,2,1,320000
4434,2,1,1,890000
4435,5,1,1,2700000
4436,2,1,1,1101000
4437,3,1,1,926000
4438,3,1,1,1050000
4439,3,1,1,1010000
4440,5,1,1,2155000
4441,2,2,1,430000
4442,3,1,1,1900000
4443,2,1,1,888000
4444,2,1,1,1020000
4445,3,1,1,1160000
4446,2,1,1,844000
4447,3,1,1,1860000
4448,3,1,1,1676000
4449,3,3,1,900000
4450,3,1,1,1300000
4451,3,2,1,810000
4452,2,3,1,701000
4453,1,2,1,410000
4454,2,1,1,1255000
4455,2,2,1,665000
4456,2,1,1,1085000
4457,3,1,1,2315000
4458,2,1,1,1170000
4459,2,1,1,875000
4460,3,1,1,1715000
4461,3,1,1,1396500
4462,1,2,1,422000
4463,3,1,1,1474000
4464,3,1,1,1340000
4465,3,1,1,980000
4466,2,1,1,1035000
4467,2,2,1,460000
4468,3,1,1,1760000
4469,3,1,1,975000
4470,2,1,1,1095000
4471,3,1,1,1121000
4472,1,2,1,370000
4473,3,1,1,1225000
4474,4,1,1,2004000
4475,2,1,1,1211000
4476,5,1,1,4300000
4477,3,1,1,1400000
4478,2,2,1,770000
4479,3,1,1,1090000
4480,4,1,1,1830000
4481,3,1,1,1000000
4482,2,2,1,600000
4483,2,2,1,692000
4484,3,3,1,980000
4485,4,1,1,1310000
4486,2,1,1,1050000
4487,5,1,1,1700000
4488,3,1,1,2160000
4489,3,1,1,1610000
4490,1,2,1,400000
4491,4,1,1,1420000
4492,4,1,1,1950000
4493,5,1,1,1820000
4494,4,1,1,1900000
4495,3,1,1,1080000
4496,2,2,1,570000
4497,3,1,1,1450000
4498,3,1,1,1400000
4499,2,1,1,1340000
4500,1,2,1,340000
4501,4,1,1,1300000
4502,4,1,1,2340000
4503,2,1,1,1634000
4504,2,1,1,910000
4505,4,1,1,1650000
4506,3,3,1,1130000
4507,4,1,1,3850000
4508,3,1,1,1510000
4509,3,1,1,1500000
4510,4,1,1,2315000
4511,3,1,1,892000
4512,2,1,1,592000
4513,3,2,1,647000
4514,4,1,1,865000
4515,4,1,1,1350000
4516,2,2,1,476000
4517,4,1,1,830000
4518,3,1,1,706000
4519,4,1,1,920000
4520,2,2,1,522000
4521,3,2,1,358500
4522,4,1,1,690000
4523,4,1,1,800000
4524,3,3,1,770000
4525,5,1,1,1100000
4526,3,1,1,727500
4527,3,1,1,925000
4528,2,3,1,475000
4529,3,2,1,651000
4530,3,3,1,770000
4531,3,1,1,900000
4532,3,1,1,815500
4533,3,1,1,770000
4534,2,3,1,585500
4535,4,1,1,840000
4536,4,1,1,1005000
4537,2,2,1,470000
4538,3,1,1,810000
4539,3,2,1,550000
4540,4,1,1,855333
4541,5,1,1,900000
4542,2,1,1,480000
4575,4,1,1,1230000
4576,3,2,1,1360000
4577,2,1,1,1805000
